NR_SECAO;NM_LOCAL_VOTACAO
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
176;COLÉGIO CATARINA PARAGUAÇU
213;ESCOLA ESTADUAL KLEBER PACHECO
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
175;COLÉGIO CATARINA PARAGUAÇU
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
175;COLÉGIO CATARINA PARAGUAÇU
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
174;COLÉGIO CATARINA PARAGUAÇU
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
175;COLÉGIO CATARINA PARAGUAÇU
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
175;COLÉGIO CATARINA PARAGUAÇU
212;ESCOLA ESTADUAL KLEBER PACHECO
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
262;ESCOLA MUNICIPAL O BOM PASTOR
182;ESCOLA ODILARDO U. RODRIGUES
231;PRÉDIO MUNICIPAL RECANTO VERDE
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
151;COLÉGIO PLINIO PEREIRA
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
215;ESCOLA ESTADUAL KLEBER PACHECO
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
154;COLÉGIO PLINIO PEREIRA
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
238;PREDIO MUNICIPAL SÃO ROQUE
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
212;ESCOLA ESTADUAL KLEBER PACHECO
210;ESCOLA ESTADUAL KLEBER PACHECO
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
154;COLÉGIO PLINIO PEREIRA
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
214;ESCOLA ESTADUAL KLEBER PACHECO
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
176;COLÉGIO CATARINA PARAGUAÇU
234;ESCOLA MUNICIPAL SILVIO V. MELO
220;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
180;ESCOLA ODILARDO U. RODRIGUES
272;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
182;ESCOLA ODILARDO U. RODRIGUES
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
199;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
214;ESCOLA ESTADUAL KLEBER PACHECO
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
264;ESCOLA ESTADUAL KLEBER PACHECO
155;COLÉGIO PLINIO PEREIRA
151;COLÉGIO PLINIO PEREIRA
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
211;ESCOLA ESTADUAL KLEBER PACHECO
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
151;COLÉGIO PLINIO PEREIRA
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
230;PRÉDIO MUNICIPAL RECANTO VERDE
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
154;COLÉGIO PLINIO PEREIRA
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
268;COLÉGIO CATARINA PARAGUAÇU
257;PRÉDIO MUNICIPAL CAMARÃO
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
213;ESCOLA ESTADUAL KLEBER PACHECO
182;ESCOLA ODILARDO U. RODRIGUES
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
257;PRÉDIO MUNICIPAL CAMARÃO
211;ESCOLA ESTADUAL KLEBER PACHECO
199;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
151;COLÉGIO PLINIO PEREIRA
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
273;ESCOLA MUNICIPAL GETÚLIO VARGAS
215;ESCOLA ESTADUAL KLEBER PACHECO
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
268;COLÉGIO CATARINA PARAGUAÇU
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
177;COLÉGIO CATARINA PARAGUAÇU
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
231;PRÉDIO MUNICIPAL RECANTO VERDE
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
155;COLÉGIO PLINIO PEREIRA
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
214;ESCOLA ESTADUAL KLEBER PACHECO
151;COLÉGIO PLINIO PEREIRA
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
183;ESCOLA ODILARDO U. RODRIGUES
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
255;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
212;ESCOLA ESTADUAL KLEBER PACHECO
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
262;ESCOLA MUNICIPAL O BOM PASTOR
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
259;ESCOLA MUNICIPAL SÃO JOSÉ
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
259;ESCOLA MUNICIPAL SÃO JOSÉ
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
211;ESCOLA ESTADUAL KLEBER PACHECO
174;COLÉGIO CATARINA PARAGUAÇU
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
231;PRÉDIO MUNICIPAL RECANTO VERDE
234;ESCOLA MUNICIPAL SILVIO V. MELO
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
156;COLÉGIO PLINIO PEREIRA
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
154;COLÉGIO PLINIO PEREIRA
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
177;COLÉGIO CATARINA PARAGUAÇU
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
180;ESCOLA ODILARDO U. RODRIGUES
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
213;ESCOLA ESTADUAL KLEBER PACHECO
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
213;ESCOLA ESTADUAL KLEBER PACHECO
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
231;PRÉDIO MUNICIPAL RECANTO VERDE
211;ESCOLA ESTADUAL KLEBER PACHECO
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
199;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
179;ESCOLA ODILARDO U. RODRIGUES
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
182;ESCOLA ODILARDO U. RODRIGUES
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
238;PREDIO MUNICIPAL SÃO ROQUE
177;COLÉGIO CATARINA PARAGUAÇU
213;ESCOLA ESTADUAL KLEBER PACHECO
212;ESCOLA ESTADUAL KLEBER PACHECO
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
264;ESCOLA ESTADUAL KLEBER PACHECO
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
272;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
151;COLÉGIO PLINIO PEREIRA
212;ESCOLA ESTADUAL KLEBER PACHECO
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
155;COLÉGIO PLINIO PEREIRA
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
175;COLÉGIO CATARINA PARAGUAÇU
264;ESCOLA ESTADUAL KLEBER PACHECO
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
257;PRÉDIO MUNICIPAL CAMARÃO
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
259;ESCOLA MUNICIPAL SÃO JOSÉ
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
255;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
231;PRÉDIO MUNICIPAL RECANTO VERDE
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
259;ESCOLA MUNICIPAL SÃO JOSÉ
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
215;ESCOLA ESTADUAL KLEBER PACHECO
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
257;PRÉDIO MUNICIPAL CAMARÃO
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
255;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
214;ESCOLA ESTADUAL KLEBER PACHECO
230;PRÉDIO MUNICIPAL RECANTO VERDE
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
211;ESCOLA ESTADUAL KLEBER PACHECO
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
212;ESCOLA ESTADUAL KLEBER PACHECO
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
211;ESCOLA ESTADUAL KLEBER PACHECO
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
231;PRÉDIO MUNICIPAL RECANTO VERDE
183;ESCOLA ODILARDO U. RODRIGUES
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
230;PRÉDIO MUNICIPAL RECANTO VERDE
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
180;ESCOLA ODILARDO U. RODRIGUES
257;PRÉDIO MUNICIPAL CAMARÃO
268;COLÉGIO CATARINA PARAGUAÇU
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
156;COLÉGIO PLINIO PEREIRA
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
156;COLÉGIO PLINIO PEREIRA
183;ESCOLA ODILARDO U. RODRIGUES
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
